
4(ban₂@c)@v	𒑓
4(ban₂@v)	𒑓
4(ban₂@v@c)	𒑓
4(barig)	𒐉
4(barig@c)	𒐉
4(bariga)	𒐉
4(bariga@c)	𒐉
4(buru)	𒐸
4(burʾu)	𒐸
4(burʾu@c)	𒐸
4(bur₃)	𒐏
4(bur₃@c)	𒐏
4(diš)	𒐉
4(diš)@v	𒐼
4(diš)@v~b	𒇹
4(diš@c)	𒐉
4(diš@c)@v	𒐼
4(diš@c)@v~b	𒇹
4(diš@v)	𒐿
4(diš@v@c)	𒐿
4(gešu)	𒐡
4(gešu@c)	𒐡
4(gešʾu)	𒐡
4(gešʾu@c)	𒐡
4(geš₂)	𒐘
4(geš₂@c)	𒐘
4(iku)	𒐂
4(u)	𒐏
4(u@c)	𒐏
4(šaru)	𒐰
4(šaru@c)	𒐰
4(šarʾu)	𒐰
4(šarʾu@c)	𒐰
4(šar₂)	𒐦
4(šar₂@c)	𒐦
40	𒐏
400	𒐚𒐏
41	𒐏𒁹
42	𒐏𒈫
43	𒐏𒐈
44	𒐏𒐉
45	𒐏𒐊
46	𒐏𒐋
47	𒐏𒐌
48	𒐏𒐍
49	𒐏𒑆
4×(an.naga)	𒀱
4×(ezen×kaskal)	𒂭
4×(idim&idim)	𒅄
4×en	𒂝
4×gaba	𒃯
4×im	𒅒
4×lagab	𒇫
4×lu₂	𒈔
4×tab	𒋲
5	𒐊
5(aš)	𒐃
5(aš@c)	𒐃
5(aš@t)	𒑍
5(aš@t@c)	𒑍
5(ban₂)	𒑔
5(ban₂)@v	𒑕
5(ban₂@c)	𒑔
5(ban₂@c)@v	𒑕
5(ban₂@v)	𒑕
5(ban₂@v@c)	𒑕
5(buru)	𒐹
5(burʾu)	𒐹
5(burʾu@c)	𒐹
5(bur₃)	𒐐
5(bur₃@c)	𒐐
5(diš)	𒐊
5(diš@c)	𒐊
5(gešu)	𒐢
5(gešu@c)	𒐢
5(gešʾu)	𒐢
5(gešʾu@c)	𒐢
5(geš₂)	𒐙
5(geš₂@c)	𒐙
5(iku)	𒐃
5(u)	𒐐
5(u@c)	𒐐
5(šaru)	𒐱
5(šaru@c)	𒐱
5(šarʾu)	𒐱
5(šarʾu@c)	𒐱
5(šar₂)	𒐧
5(šar₂@c)	𒐧
5/6	𒑜
5/6(diš)	𒑜
5/6(diš@c)	𒑜
50	𒐐
51	𒐐𒁹
510	𒐜𒌍
52	𒐐𒈫
520	𒐜𒐏
53	𒐐𒐈
54	𒐐𒐉
55	𒐐𒐊
56	𒐐𒐋
57	𒐐𒐌
58	𒐐𒐍
59	𒐐𒑆
6	𒐋
6(aš)	𒐄
6(aš@c)	𒐄
6(aš@t)	𒑎
6(aš@t@c)	𒑎
6(aš@v)	𒑀
6(aš@v@c)	𒑀
6(aš~a)	𒑀
6(bur₃)	𒐑
6(diš)	𒐋
6(diš@c)	𒐋
6(geš₂)	𒐚
6(geš₂@c)	𒐚
6(u)	𒐑
6(u@c)	𒐑
6(šar₂)	𒐨
6(šar₂@c)	𒐨
60	𒐕
600	𒐞
61	𒐕𒁹
62	𒐕𒈫
63	𒐕𒐈
64	𒐕𒐉
65	𒐕𒐊
66	𒐕𒐋
67	𒐕𒐌
68	𒐕𒐍
69	𒐕𒑆
7	𒐌
7(aš)	𒐅
7(aš@c)	𒐅
7(aš@v)	𒑁
7(aš@v@c)	𒑁
7(aš~a)	𒑁
7(bur₃)	𒐒
7(diš)	𒐌
7(diš)@v	𒑂
7(diš)@v~b	𒑃
7(diš@c)@v	𒑂
7(diš@c)@v~b	𒑃
7(diš~a)	𒑂
7(diš~b)	𒑃
7(geš₂)	𒐛
7(geš₂@c)	𒐛
7(u)	𒐒
7(u@c)	𒐒
7(šar₂)	𒐩
7(šar₂@c)	𒐩
70	𒐕𒌋
700	𒐞𒐕𒐏
71	𒐕𒌋𒁹
72	𒐕𒌋𒈫
73	𒐕𒌋𒐈
74	𒐕𒌋𒐉
75	𒐕𒌋𒐊
76	𒐕𒌋𒐋
77	𒐕𒌋𒐌
78	𒐕𒌋𒐍
79	𒐕𒌋𒑆
8	𒐍
8(aš)	𒐆
8(aš@c)	𒐆
8(aš@v)	𒑅
8(aš@v@c)	𒑅
8(bur₃)	𒐓
8(diš)	𒐍
8(diš)@v	𒑄
8(diš@c)	𒐍
8(geš₂)	𒐜
8(geš₂@c)	𒐜
8(u)	𒐓
8(u@c)	𒐓
8(šar₂)	𒐪
8(šar₂@c)	𒐪
80	𒐕𒌋𒌋
800	𒐞𒐗𒌋𒌋
81	𒐕𒌋𒌋𒁹
82	𒐕𒌋𒌋𒈫
83	𒐕𒌋𒌋𒐈
84	𒐕𒌋𒌋𒐉
840	𒐞𒐘
85	𒐕𒌋𒌋𒐊
850	𒐞𒐘𒌋
86	𒐕𒌋𒌋𒐋
87	𒐕𒌋𒌋𒐌
88	𒐕𒌋𒌋𒐍
89	𒐕𒌋𒌋𒑆
9	𒑆
9(aš)	𒐇
9(aš@c)	𒐇
9(aš@c@90)	𒐇
9(bur₃)	𒐔
9(diš)	𒐎
9(diš)@v	𒑈
9(diš)@v~a	𒑇
9(diš)~d	𒐎
9(diš@c)	𒑆
9(diš@c)@v	𒑈
9(diš@c)@v~a	𒑇
9(diš@c)~a	𒐎
9(diš@v)	𒑉
9(diš@v@c)	𒑉
9(diš~a)	𒑇
9(diš~b)	𒑈
9(diš~c)	𒑉
9(geš₂)	𒐝
9(geš₂@c)	𒐝
9(u)	𒐔
9(u@c)	𒐔
9(šar₂)	𒐫
9(šar₂@c)	𒐫
90	𒐕𒌍
91	𒐕𒌍𒁹
92	𒐕𒌍𒈫
93	𒐕𒌍𒐈
94	𒐕𒌍𒐉
95	𒐕𒌍𒐊
96	𒐕𒌍𒐋
97	𒐕𒌍𒐌
98	𒐕𒌍𒐍
99	𒐕𒌍𒑆
:	𒑱
:.	𒑳
::	
?	𒕄
a	𒀀
a-gar3	𒀀𒃼
a-gar₅	𒀀𒈖
a-ra₂	𒀀𒁺
a-rin₄-na	𒀀𒈕𒈾
a.a	𒀀𒀀
a.a.a	𒀀𒀀𒀀
a.an	𒀀𒀭
a.bad	𒀃
a.du	𒀀𒁺
a.edin	𒀀𒂔
a.edin.a.lal	𒀀𒂔𒀀𒇲
a.edin.lal	𒀀𒂔𒇲
a.gaba.liš.tu	𒀀𒃮𒇺𒌅
a.gar₃	𒀀𒃼
a.giš.tu.gaba.liš	𒀀𒄑𒌅𒃮𒇺
a.gud×kur	𒀀𒄠
a.ha	𒀀𒄩
a.ha.a	𒀀𒄩𒀀
a.ha.tar.du	𒀀𒄩𒋻𒁺
a.hu.si	𒀀𒄷𒋛
a.igi	𒀀𒅆
a.ka	𒀀𒅗
a.kal	𒀀𒆗
a.kušu₂	𒀀𒆵
a.lagab.lagab	𒀀𒆸𒆸
a.lagab×a	𒀀𒆹
a.lagab×hal	𒀀𒇉
a.lagab×hal.di	𒀀𒇉𒁲
a.lagab×hal.gal	𒀀𒇉𒃲
a.lagab×hal.ud.nun.ki	𒀀𒇉𒌓𒉣𒆠
a.lagab×hal.x	𒀀𒇉
a.lagab×hal.šu₂	𒀀𒇉𒋙
a.lagab×kul	𒀀𒇒
a.lagab×kul.ma₂.šu₂.a	𒀀𒇒𒈣𒋙𒀀
a.lum	𒀀𒈝
a.lu₂@s.na	𒀀𒈕𒈾
a.lu₃	𒀀𒈖
a.mi.a	𒀀𒈪𒀀
a.muš	𒀀𒈲
a.muš₃	𒀀𒈹
a.muš₃.a.di	𒀀𒈹𒀀𒁲
a.muš₃.di	𒀀𒈹𒁲
a.muš₃×a.di	𒀀𒈺𒁲
a.pa.bi.si.a.ga	𒀀𒉺𒁉𒋛𒀀𒂵
a.pa.gisal.pad.si.a	𒀀𒉺𒄐𒉻𒋛𒀀
a.sag	𒀀𒊕
a.sig	𒀀𒋝
a.su	𒀀𒋢
a.sud	𒀀𒋤
a.tar.a.an	𒀀𒋻𒀀𒀭
a.tu	𒀀𒌅
a.tu.gaba	𒀀𒌅𒃮
a.tu.gaba.liš	𒀀𒌅𒃮𒇺
a.tu.gaba.sig.gar	𒀀𒌅𒃮𒋝𒃻
a.tur	𒀀𒌉
a.u.edin.lal	𒀀𒌋𒂔𒇲
a.u.ka	𒀀𒌋𒅗
a.zi&zi	𒀀𒍤
a.zi&zi.eš₂	𒀀𒍤𒂠
a.še.nun&nun	𒀀𒊺𒉪
a.šu.naga	𒀀𒋗𒉀
a.šu₂.naga	𒀀𒋙𒉀
ab	𒀊
ab.ha.zag.gaba.hu	𒀊𒄩𒍠𒃮𒄷
ab.ha@g	𒀊𒄫
ab.muš₃	𒀊𒈹
ab.nam	𒀊𒉆
ab@g	𒀕
ab@g.muš₃.za	𒀕𒈹𒍝
aba	𒀊
aban	𒉌𒌓
aba₃	𒀜
aba₄	𒀕
abba	𒀊
abbar	𒆹
abbaraₓ	𒆹
abbarₓ	𒇅
abba₂	𒀋
abbununna	𒌓𒄷𒄭𒉣
abbununnaₓ	𒌓𒄷𒄭𒉣
abbununnu	𒌓𒄷𒄭𒉣
abbununnuₓ	𒌓𒄷𒄭𒉣
abgal	𒉣𒈨
abgal₂	𒉣𒈨
abgalₓ	𒉣𒈨
ablal	𒆼
ablal₂	𒆹
ablal₃	𒇦
ablalₓ	𒇐
abni₂	𒆠𒉈
abnu	𒌓𒉌
abrig	𒉣𒈨𒁺
abrig₂	𒉣𒈨𒁺
absin	𒆠𒀸𒀸
absin₂	𒀊𒉆
absin₃	𒀳
absu	𒍪𒀊
abul	𒆍𒃲
abula	𒆍𒃲
abulla	𒆍𒃲
abzu	𒍪𒀊
abzu₂	𒍪𒀊
abzuₓ	𒌤
ab×(u.u.u)	𒀔
ab×aš₂	𒀋
ab×dun₃@g	𒀌
ab×gal	𒀍
ab×gan₂@t	𒀎
ab×ha	𒀏
ab×igi@g	𒀐
ab×imin	𒀑
ab×lagab	𒀒
ab×u	𒀊  𒌋
ab×šeš	𒀓
abšin₃	𒀳
ab₂	𒀖
ab₂%ab₂	𒉭
ab₂.ku	𒀖𒆪
ab₂.lu	𒀖𒇻
ab₂.nun.me.du	𒀖𒉣𒈨𒁺
ab₂.ša₃	𒀖𒊮
ab₂×(me.en)	𒀙
ab₂×balag	𒀗
ab₂×gan₂@t	𒀘
ab₂×tak₄	𒀛
ab₂×ša₃	𒀚
ab₃	𒀜
ab₄	𒀕
abₓ	𒉣
ad	𒀜
ad-kid	𒀜𒆤
ad-kidₓ	𒀜𒂍
ad.e₂	𒀜𒂍
ad.kid	𒀜𒆤
ad.ku	𒀜𒆪
ada	𒀜
adab	𒌓𒉣
adaba	𒌓𒉣
adad	𒅎
adama	𒁁𒈪
adamen	𒈓
adamen₂	𒈘
adamen₃	𒄒
adamen₄	𒉫
adamen₅	𒂛
adamenₓ	𒈙
adamin	𒈓
adamin₂	𒈘
adamin₃	𒄒
adamin₄	𒉫
adamin₅	𒂛
adaminₓ	𒂜
adamu	𒁁𒈪
adar	𒀀𒄠
adar₂	𒄠
adar₃	𒃿
adarₓ	𒋥
adaₓ	𒇿
adda	𒇿
adda₂	𒇼
adda₃	𒌑𒄉
adda₄	𒄉
addaₓ	𒍞
addir	𒀀𒉺𒄐𒉻𒋛𒀀
addir₃	𒉺𒄐𒉻
addirₓ	𒉺
addu₂	𒌑𒄉
addu₃	𒄉
addu₄	𒍞
adgub	𒀜𒆤
adkin	𒋠𒇴
ad×eš₂	𒒂
ad₂	𒄉
ad₃	𒇼
ad₄	𒍞
ad₅	𒌑𒄉
ad₆	𒇿
ad₇	𒈕
adₓ	𒂗
ag	𒀝
aga	𒂇
aga-us₂	𒂆𒍑
agal	𒅣
agam	𒀂
aganₓ	𒆍
agargara	𒉩
agargaraₓ	𒉣
agarim	𒂼𒀭𒈹
agarin	𒀌
agarin₂	𒀎
agarin₃	𒂼𒂆
agarin₄	𒂼𒋆
agarin₅	𒂼𒋋
agarinₓ	𒀊
agar₂	𒇋
agar₃	𒆻
agar₄	𒅊
agar₅	𒅐
agar₆	𒅎𒂂
agaš	𒁁
aga₂	𒉘
aga₃	𒂆
agrig	𒅆𒁾
agrigₓ	𒅆𒍣
agrun	𒂍𒉣
agrunaₓ	𒂍𒉣
agruₓ	𒂍𒉣
agu	𒂇
agu₂	𒅗
ag₂	𒉘
ag₃	𒋃
agₓ	𒉚
ah	𒄴
aha	𒄴
aha₂	𒋀
aha₃	𒉽
ahhur	𒅆𒀀
ahi	𒋀
ahi₂	𒀉
ahud	𒅒
ah₂	𒋀
ah₃	𒌓
ah₄	𒀪
ah₅	𒀉
ah₆	𒌔
ai	𒀀𒀀
aia	𒀀𒀀
aia₂	𒀀
aia₃	𒌨
aia₄	𒆹
ak	𒀝
aka	𒀝
akan	𒁜
akani	𒁜
akan₂	𒆍
akan₃	𒇖
akar	𒉬
akarₓ	𒉧
aka₂	𒉘
aka₃	𒋃
aka₄	𒆍
akiₓ	𒀝
akkan₃	𒇖
akkil	𒃰𒋺𒋛
akkil₂	𒀜𒆤
akkil₃	𒃰𒋺
akkilₓ	𒀜𒆪
aktum	𒀀𒋢
aktum₂	𒋢𒀀
ak×(šita.giš)	𒀟
ak×erin₂	𒀞
akšak	𒌔
akšak₂	𒀀𒆵
akšak₃	𒌚𒆵
akšakₓ	𒂩
ak₃	𒋃
akₓ	𒅙
al	𒀠
al.še	𒀠𒊺
ala	𒌷
alad	𒆘
alad₂	𒆗
alag	𒀩
alal	𒋄
alala	𒀩
alalmu	𒋄
alal₂	𒋃
alal₃	𒄒
alal₄	𒃺
alalₓ	𒃷
alam	𒀩
alamaₓ	𒉏
alammuš	𒋭
alamu	𒋄
alamuš	𒋭
alamu₂	𒋃
alan	𒀩
alap	𒄞
alaŋ	𒀩
ala₂	𒌷𒈨𒌋𒌋𒌋
ala₃	𒀠
alaₓ	𒋄
alba	𒂷
alba₂	𒆜𒆳
ale	𒌷
aleph	𒀪
algames	𒌓𒊩𒄸
algameš	𒌓𒊩𒄸
algamis	𒌓𒊩𒄸
alha	𒆜𒆳
ali	𒌷
alim	𒄋
alima	𒄋
alim⁻	𒄋
alimₓ	𒄍
alla	𒉄
almu	𒋄
almu₂	𒋃
alpu	𒄞
alu	𒌷
alurₓ	𒁃
al×al	𒀡
al×dim₂	𒀢
al×giš	𒀣
al×ha	𒀤
al×kad₃	𒀥
al×ki	𒀦
al×uš	𒀨
al×še	𒀧
al₂	𒀩
al₃	𒃷
al₅	𒌓
al₆	𒈤
al₈	𒌷
al₉	𒅋
am	𒄠
ama	𒂼
amagea	𒈹𒁲
amagi	𒈹𒁲
amagi₂	𒈹𒁲
amagi₃	𒈹𒁲
amagi₄	𒈹𒁲
amagiₓ	𒈹𒁲
amah	𒇦
amalu	𒂼𒀭𒈹
amalug	𒂼𒈜
aman	𒉽𒉽
amar	𒀫
amar.da	𒀫𒁕
amar.ud	𒀫𒌓
amarim	𒂼𒀭𒈹
amar×še	𒀬
amar×še.amar×še	𒀬𒀬
amat	𒊩𒆳
amaš	𒁦
amaša	𒁦
ama₂	𒄠
ama₃	𒄀𒇻
ama₄	𒃘
ama₅	𒃣
ama₆	𒆾
amaₓ	𒂍𒊩
ambar	𒆹
ambara	𒆹
ambarₓ	𒇅
ame	𒂼
amedu	𒂼𒀀𒌅
ame₂	𒃣
ameₓ	𒂍𒊩
ami	𒂼
amma	𒆳
ammaₓ	𒆠
amna	𒌓
amna₂	𒌋𒌋
amra	𒄑𒈣𒊏
amti	𒊩𒆳
amtu	𒊩𒆳
amurrum	𒈥𒌅
amuru	𒆤𒈤
amuš	𒀇
amuša	𒀇
am₂	𒉘
am₃	𒀀𒀭
am₄	𒃘
am₅	𒃣
am₆	𒀭
am₇	𒉿
amₓ	𒂗
an	𒀭
an&an	𒀮
an&aš	𒀭𒀸
an-na	𒀭𒈾
an.3×an	𒀭𒀯
an.a.lagab×hal	𒀭𒀀𒇉
an.an	𒀭𒀭
an.aš.a.an	𒀭𒀸𒀀𒀭
an.aš.an	𒀭𒀸𒀭
an.aš@z.an	𒀭𒀹𒀭
an.bara₂	𒀭𒁈
an.diš.an	𒀭𒁹𒀭
an.du.an	𒀭𒁺𒀭
an.gu₂×kak	𒀭𒄙
an.gu₂×nun	𒀭𒄛
an.hu.mi.im	𒀭𒄷𒈪𒅎
an.im	𒀭𒅎
an.im.dugud	𒀭𒅎𒂂
an.im.mi	𒀭𒅎𒈪
an.me.u.u.u	𒀭𒈨𒌍
an.muš	𒀭𒈲
an.muš₃.ab	𒀭𒈹𒀊
an.muš₃.ab@g	𒀭𒈹𒀕
an.na	𒀭𒈾
an.naga	𒀭𒉀
an.sag@g	𒀭𒊨
an.sal.tug₂.ib	𒀭𒊩𒌆𒅁
an.tu	𒀭𒌅
an.zag	𒀭𒍠
an.še.naga	𒀭𒊺𒉀
an.šeš.ki	𒀭𒋀𒆠
ana	𒁹
ana₂	𒀭
ana₃	𒀸
anbar	𒆹
anegi	𒅎
angar	𒅐
angur	𒇉
aniku	𒈾
anu	𒀭
anubu	𒆳
anzalub	𒊮𒄀
anzu	𒀭𒅎𒂂
anzud	𒀭𒅎𒂂
anzud₂	𒀭𒅎𒈪
anzu₂	𒀭𒅎𒈪
anzuₓ	𒄷𒈪𒀭𒅎
anše	𒀲
anše.an	𒀲𒀭
anše.arad	𒀲𒀴
anše.igi.dib	𒀲𒅆𒁳
anše.igi.eš₂	𒀲𒅆𒂠
anše.kur	𒀲𒆳
anše.kur.ra	𒀲𒆳𒊏
anše.pa	𒀲𒉺
anše.sal	𒀲𒊩
anše.uš	𒀲𒍑
anše@d	𒀲
anše⁻	𒀲
anše₂	𒄊
anšeₓ	𒄏
anši	𒀲
anšu	𒀲
anšu₂	𒄊
anšuₓ	𒀲𒉺
an₂	𒄒
anₓ	𒂦
ap	𒀊
apin	𒀳
apina	𒀳
ap₂	𒀖
ap₃	𒀜
aq	𒀝
aqa	𒀝
ar	𒅈
ar...	𒌳
ara	𒊭
arab	𒌓𒉣
arad	𒀴
arad.anše	𒀴𒀲
arad.ku	𒀴𒆪
arad.ra	𒀴𒊏
arad×kur	𒀵
arad₂	𒀵
arad₃	𒇵
aragub	𒁺
araha	𒂍𒍑𒁍𒁕
arah₃	𒃥
arah₄	𒂍𒍑𒁍𒁕
arahₓ	𒍑𒁍𒁕
arala	𒂍𒆳𒁁
arali	𒂍𒆳𒁁
araliₓ	𒌽
arar	𒌓𒀕
ararama	𒌓𒀕
ararama₂	𒌓𒀊
ararim	𒌸
ararimₓ	𒍍
ararma	𒌓𒀕
ararma₂	𒌓𒀊
arata	𒇶
aratta	𒇶
araṭa	𒇶
ara₂	𒌒
ara₃	𒄯
ara₄	𒌓𒁺
ara₅	𒄯𒄯
ara₆	𒁺
ara₇	𒌓
ara₈	𒅈
arba	𒇹
arda	𒀴
argab	𒃻𒅁
arhu	𒌗
arhus₂	𒉦
arhuš	𒃣
arhuš₂	𒉦
arhuš₃	𒉦
arhuš₄	𒂼
arhuš₅	𒀉𒌉
arhuš₆	𒀉𒊩
arhuš₇	𒀉𒃣
ari	𒌵
arina	𒈸𒀀𒈾
arinaₓ	𒈷
ari₂	𒅂
ari₃	𒉺
ari₅	𒉺𒈨𒌋𒌋𒌋
ari₆	𒋧
arkab	𒃻𒅁
arkab₂	𒀶
arkab₂.ib	𒀶𒅁
arkabₓ	𒅁
arrap	𒇹
aru	𒉺
ar₂	𒌒
ar₃	𒄯
ar₅	𒃵
ar₆	𒁺
arₓ	𒌸
as	𒊍
asa	𒊍
asag	𒆬𒀭
asagₓ	𒃥
asal	𒍂
asal₂	𒀀𒌅𒃮𒇺
asal₂~a	𒀷
asalₓ	𒍂
asar	𒍂
asara	𒍂
asari	𒍂
asaru	𒍂
asar₂	𒀀𒌅𒃮𒇺
asaŋ	𒂍𒊺
asa₂	𒀾
asaₓ	𒍂
asi	𒀀𒊺𒉪
asil	𒂰
asila	𒂰
asilal	𒂰
asilal₂	𒋆
asilal₃	𒂢
asilal₄	𒂤
asilal₅	𒂣
asilal₆	𒂴
asilalₓ	𒂡
asila⁻	𒂰
asila₂	𒋆
asila₃	𒂢
asila₄	𒂤
asila₅	𒂣
asila₆	𒂴
asilaₓ	𒂬
asillal₃	𒂢
asilla₂	𒋆
asil₃	𒂢
asil₄	𒂤
asil₅	𒂣
asil₆	𒂴
asilₓ	𒂡
aski	𒀸𒄱𒄄
aslum	𒆹
aslumₓ	𒇅
as₂	𒀾
as₃	𒀸
as₄	𒆹
as₄-lum	𒆹𒈝
as₅	𒋓
as₆	𒄱
asₓ	𒇅
at	𒀜
attinger	𒂄
atum	𒉌𒌓𒆠
atumₓ	𒌓𒉌
at₂	𒄉
at₆	𒇿
au	𒀀𒉺𒄐𒉻𒋛𒀀
aw	𒉿
aya	𒀀𒀀
ayayaₓ	𒀀𒀀𒀀
aya₂	𒀀
aya₂-aya₂	𒀁
aya₃	𒌨
aya₄	𒆹
ayaₓ	𒌓
aye	𒀀𒀀
ayi	𒀀𒀀
ayu	𒀀𒀀
ayya	𒀀𒀀
ayye	𒀀𒀀
ayyi	𒀀𒀀
ayyu	𒀀𒀀
az	𒊍
aza	𒊍
azad	𒀀𒇒𒈣𒋙𒀀
azad₂	𒋺
azadₓ	𒀀𒇒𒈣𒋙𒀀
azag	𒆬𒀭
azag₂	𒀉𒉺
azak	𒆬𒀭
azalag	𒌆𒌓
azalag₂	𒌆
